district,month,month_dt,ASSI_before,ASSI_after,risk_probability_before,risk_probability_after
Gondiya,2025-11,2025-11-01,20.67,20.64,0.07390895766553626,0.020961085648708917
Gondiya,2025-11,2025-11-01,20.67,20.64,0.07390895766553626,0.09326208556770336
Gondiya,2025-12,2025-12-01,34.9,34.5,0.0036412739307806656,0.0036412739307806656
Gondiya,2025-12,2025-12-01,34.9,34.5,0.0036412739307806656,0.18981718900475014
Gondiya,2025-12,2025-12-01,34.9,34.5,0.18981718900475014,0.0036412739307806656
Gondiya,2025-12,2025-12-01,34.9,34.5,0.18981718900475014,0.18981718900475014
Gondiya,2025-12,2025-12-01,34.9,24.41,0.0036412739307806656,0.0036412739307806656
Gondiya,2025-12,2025-12-01,34.9,24.41,0.0036412739307806656,0.18981718900475014
Gondiya,2025-12,2025-12-01,34.9,24.41,0.18981718900475014,0.0036412739307806656
Gondiya,2025-12,2025-12-01,34.9,24.41,0.18981718900475014,0.18981718900475014
Gondiya,2025-12,2025-12-01,24.43,34.5,0.0036412739307806656,0.0036412739307806656
Gondiya,2025-12,2025-12-01,24.43,34.5,0.0036412739307806656,0.18981718900475014
Gondiya,2025-12,2025-12-01,24.43,34.5,0.18981718900475014,0.0036412739307806656
Gondiya,2025-12,2025-12-01,24.43,34.5,0.18981718900475014,0.18981718900475014
Gondiya,2025-12,2025-12-01,24.43,24.41,0.0036412739307806656,0.0036412739307806656
Gondiya,2025-12,2025-12-01,24.43,24.41,0.0036412739307806656,0.18981718900475014
Gondiya,2025-12,2025-12-01,24.43,24.41,0.18981718900475014,0.0036412739307806656
Gondiya,2025-12,2025-12-01,24.43,24.41,0.18981718900475014,0.18981718900475014
Gondiya,2026-01,2026-01-01,28.19,28.15,0.004157291590751147,0.004943570104945645
Gondiya,2026-01,2026-01-01,28.19,28.15,0.004157291590751147,0.05400982424859137
Gondiya,2026-01,2026-01-01,28.19,28.15,0.06578777716404742,0.004943570104945645
Gondiya,2026-01,2026-01-01,28.19,28.15,0.06578777716404742,0.05400982424859137
Gondiya,2026-01,2026-01-01,28.19,26.76,0.004157291590751147,0.004943570104945645
Gondiya,2026-01,2026-01-01,28.19,26.76,0.004157291590751147,0.05400982424859137
Gondiya,2026-01,2026-01-01,28.19,26.76,0.06578777716404742,0.004943570104945645
Gondiya,2026-01,2026-01-01,28.19,26.76,0.06578777716404742,0.05400982424859137
Gondiya,2026-01,2026-01-01,26.76,28.15,0.004157291590751147,0.004943570104945645
Gondiya,2026-01,2026-01-01,26.76,28.15,0.004157291590751147,0.05400982424859137
Gondiya,2026-01,2026-01-01,26.76,28.15,0.06578777716404742,0.004943570104945645
Gondiya,2026-01,2026-01-01,26.76,28.15,0.06578777716404742,0.05400982424859137
Gondiya,2026-01,2026-01-01,26.76,26.76,0.004157291590751147,0.004943570104945645
Gondiya,2026-01,2026-01-01,26.76,26.76,0.004157291590751147,0.05400982424859137
Gondiya,2026-01,2026-01-01,26.76,26.76,0.06578777716404742,0.004943570104945645
Gondiya,2026-01,2026-01-01,26.76,26.76,0.06578777716404742,0.05400982424859137
Hingoli,2025-03,2025-03-01,29.23,28.98,0.010456537186334821,0.010456537186334821
Hingoli,2025-04,2025-04-01,27.97,27.78,0.005708797102144474,0.005708797102144474
Hingoli,2025-05,2025-05-01,31.79,31.52,0.0466579525586986,0.051772782696645286
Hingoli,2025-05,2025-05-01,31.79,31.52,0.0466579525586986,0.8527707425480199
Hingoli,2025-05,2025-05-01,31.79,31.52,0.3499046015304316,0.051772782696645286
Hingoli,2025-05,2025-05-01,31.79,31.52,0.3499046015304316,0.8527707425480199
Hingoli,2025-05,2025-05-01,31.79,26.94,0.0466579525586986,0.051772782696645286
Hingoli,2025-05,2025-05-01,31.79,26.94,0.0466579525586986,0.8527707425480199
Hingoli,2025-05,2025-05-01,31.79,26.94,0.3499046015304316,0.051772782696645286
Hingoli,2025-05,2025-05-01,31.79,26.94,0.3499046015304316,0.8527707425480199
Hingoli,2025-05,2025-05-01,26.94,31.52,0.0466579525586986,0.051772782696645286
Hingoli,2025-05,2025-05-01,26.94,31.52,0.0466579525586986,0.8527707425480199
Hingoli,2025-05,2025-05-01,26.94,31.52,0.3499046015304316,0.051772782696645286
Hingoli,2025-05,2025-05-01,26.94,31.52,0.3499046015304316,0.8527707425480199
Hingoli,2025-05,2025-05-01,26.94,26.94,0.0466579525586986,0.051772782696645286
Hingoli,2025-05,2025-05-01,26.94,26.94,0.0466579525586986,0.8527707425480199
Hingoli,2025-05,2025-05-01,26.94,26.94,0.3499046015304316,0.051772782696645286
Hingoli,2025-05,2025-05-01,26.94,26.94,0.3499046015304316,0.8527707425480199
Hingoli,2025-06,2025-06-01,36.64,35.53,0.031462262988156436,0.03151560135022793
Hingoli,2025-06,2025-06-01,36.64,35.53,0.031462262988156436,0.8989840297695768
Hingoli,2025-06,2025-06-01,36.64,35.53,0.8989840297695768,0.03151560135022793
Hingoli,2025-06,2025-06-01,36.64,35.53,0.8989840297695768,0.8989840297695768
Hingoli,2025-06,2025-06-01,36.64,26.94,0.031462262988156436,0.03151560135022793
Hingoli,2025-06,2025-06-01,36.64,26.94,0.031462262988156436,0.8989840297695768
Hingoli,2025-06,2025-06-01,36.64,26.94,0.8989840297695768,0.03151560135022793
Hingoli,2025-06,2025-06-01,36.64,26.94,0.8989840297695768,0.8989840297695768
Hingoli,2025-06,2025-06-01,26.94,35.53,0.031462262988156436,0.03151560135022793
Hingoli,2025-06,2025-06-01,26.94,35.53,0.031462262988156436,0.8989840297695768
Hingoli,2025-06,2025-06-01,26.94,35.53,0.8989840297695768,0.03151560135022793
Hingoli,2025-06,2025-06-01,26.94,35.53,0.8989840297695768,0.8989840297695768
Hingoli,2025-06,2025-06-01,26.94,26.94,0.031462262988156436,0.03151560135022793
Hingoli,2025-06,2025-06-01,26.94,26.94,0.031462262988156436,0.8989840297695768
Hingoli,2025-06,2025-06-01,26.94,26.94,0.8989840297695768,0.03151560135022793
Hingoli,2025-06,2025-06-01,26.94,26.94,0.8989840297695768,0.8989840297695768
Hingoli,2025-07,2025-07-01,45.09,42.71,0.031462262988156436,0.03151560135022793
Hingoli,2025-07,2025-07-01,45.09,42.71,0.031462262988156436,0.35856770786804343
Hingoli,2025-07,2025-07-01,45.09,42.71,0.13280995114137698,0.03151560135022793
Hingoli,2025-07,2025-07-01,45.09,42.71,0.13280995114137698,0.35856770786804343
Hingoli,2025-07,2025-07-01,45.09,26.94,0.031462262988156436,0.03151560135022793
Hingoli,2025-07,2025-07-01,45.09,26.94,0.031462262988156436,0.35856770786804343
Hingoli,2025-07,2025-07-01,45.09,26.94,0.13280995114137698,0.03151560135022793
Hingoli,2025-07,2025-07-01,45.09,26.94,0.13280995114137698,0.35856770786804343
Hingoli,2025-07,2025-07-01,26.94,42.71,0.031462262988156436,0.03151560135022793
Hingoli,2025-07,2025-07-01,26.94,42.71,0.031462262988156436,0.35856770786804343
Hingoli,2025-07,2025-07-01,26.94,42.71,0.13280995114137698,0.03151560135022793
Hingoli,2025-07,2025-07-01,26.94,42.71,0.13280995114137698,0.35856770786804343
Hingoli,2025-07,2025-07-01,26.94,26.94,0.031462262988156436,0.03151560135022793
Hingoli,2025-07,2025-07-01,26.94,26.94,0.031462262988156436,0.35856770786804343
Hingoli,2025-07,2025-07-01,26.94,26.94,0.13280995114137698,0.03151560135022793
Hingoli,2025-07,2025-07-01,26.94,26.94,0.13280995114137698,0.35856770786804343
Hingoli,2025-08,2025-08-01,35.43,34.38,0.0040294073166691185,0.0040294073166691185
Hingoli,2025-08,2025-08-01,35.43,34.38,0.0040294073166691185,0.9102379301490051
Hingoli,2025-08,2025-08-01,35.43,34.38,0.883760644573124,0.0040294073166691185
Hingoli,2025-08,2025-08-01,35.43,34.38,0.883760644573124,0.9102379301490051
Hingoli,2025-08,2025-08-01,35.43,26.94,0.0040294073166691185,0.0040294073166691185
Hingoli,2025-08,2025-08-01,35.43,26.94,0.0040294073166691185,0.9102379301490051
Hingoli,2025-08,2025-08-01,35.43,26.94,0.883760644573124,0.0040294073166691185
Hingoli,2025-08,2025-08-01,35.43,26.94,0.883760644573124,0.9102379301490051
Hingoli,2025-08,2025-08-01,26.94,34.38,0.0040294073166691185,0.0040294073166691185
Hingoli,2025-08,2025-08-01,26.94,34.38,0.0040294073166691185,0.9102379301490051
Hingoli,2025-08,2025-08-01,26.94,34.38,0.883760644573124,0.0040294073166691185
Hingoli,2025-08,2025-08-01,26.94,34.38,0.883760644573124,0.9102379301490051
Hingoli,2025-08,2025-08-01,26.94,26.94,0.0040294073166691185,0.0040294073166691185
Hingoli,2025-08,2025-08-01,26.94,26.94,0.0040294073166691185,0.9102379301490051
Hingoli,2025-08,2025-08-01,26.94,26.94,0.883760644573124,0.0040294073166691185
Hingoli,2025-08,2025-08-01,26.94,26.94,0.883760644573124,0.9102379301490051
Hingoli,2025-09,2025-09-01,49.66,46.91,0.0361513323562895,0.0361513323562895
Hingoli,2025-09,2025-09-01,49.66,46.91,0.0361513323562895,0.1936096090276756
Hingoli,2025-09,2025-09-01,49.66,46.91,0.9123835206814362,0.0361513323562895
Hingoli,2025-09,2025-09-01,49.66,46.91,0.9123835206814362,0.1936096090276756
Hingoli,2025-09,2025-09-01,49.66,25.73,0.0361513323562895,0.0361513323562895
Hingoli,2025-09,2025-09-01,49.66,25.73,0.0361513323562895,0.1936096090276756
Hingoli,2025-09,2025-09-01,49.66,25.73,0.9123835206814362,0.0361513323562895
Hingoli,2025-09,2025-09-01,49.66,25.73,0.9123835206814362,0.1936096090276756
Hingoli,2025-09,2025-09-01,25.73,46.91,0.0361513323562895,0.0361513323562895
Hingoli,2025-09,2025-09-01,25.73,46.91,0.0361513323562895,0.1936096090276756
Hingoli,2025-09,2025-09-01,25.73,46.91,0.9123835206814362,0.0361513323562895
Hingoli,2025-09,2025-09-01,25.73,46.91,0.9123835206814362,0.1936096090276756
Hingoli,2025-09,2025-09-01,25.73,25.73,0.0361513323562895,0.0361513323562895
Hingoli,2025-09,2025-09-01,25.73,25.73,0.0361513323562895,0.1936096090276756
Hingoli,2025-09,2025-09-01,25.73,25.73,0.9123835206814362,0.0361513323562895
Hingoli,2025-09,2025-09-01,25.73,25.73,0.9123835206814362,0.1936096090276756
Hingoli,2025-10,2025-10-01,42.08,40.63,0.019992073360121702,0.019992073360121702
Hingoli,2025-10,2025-10-01,42.08,40.63,0.019992073360121702,0.7598092761384021
Hingoli,2025-10,2025-10-01,42.08,40.63,0.9151402930292832,0.019992073360121702
Hingoli,2025-10,2025-10-01,42.08,40.63,0.9151402930292832,0.7598092761384021
Hingoli,2025-10,2025-10-01,42.08,22.39,0.019992073360121702,0.019992073360121702
Hingoli,2025-10,2025-10-01,42.08,22.39,0.019992073360121702,0.7598092761384021
Hingoli,2025-10,2025-10-01,42.08,22.39,0.9151402930292832,0.019992073360121702
Hingoli,2025-10,2025-10-01,42.08,22.39,0.9151402930292832,0.7598092761384021
Hingoli,2025-10,2025-10-01,22.39,40.63,0.019992073360121702,0.019992073360121702
Hingoli,2025-10,2025-10-01,22.39,40.63,0.019992073360121702,0.7598092761384021
Hingoli,2025-10,2025-10-01,22.39,40.63,0.9151402930292832,0.019992073360121702
Hingoli,2025-10,2025-10-01,22.39,40.63,0.9151402930292832,0.7598092761384021
Hingoli,2025-10,2025-10-01,22.39,22.39,0.019992073360121702,0.019992073360121702
Hingoli,2025-10,2025-10-01,22.39,22.39,0.019992073360121702,0.7598092761384021
Hingoli,2025-10,2025-10-01,22.39,22.39,0.9151402930292832,0.019992073360121702
Hingoli,2025-10,2025-10-01,22.39,22.39,0.9151402930292832,0.7598092761384021
Hingoli,2025-11,2025-11-01,52.7,50.85,0.005059010165845668,0.0057481809311314734
Hingoli,2025-11,2025-11-01,52.7,50.85,0.005059010165845668,0.9197640930683427
Hingoli,2025-11,2025-11-01,52.7,50.85,0.9197640930683427,0.0057481809311314734
Hingoli,2025-11,2025-11-01,52.7,50.85,0.9197640930683427,0.9197640930683427
Hingoli,2025-11,2025-11-01,52.7,10.19,0.005059010165845668,0.0057481809311314734
Hingoli,2025-11,2025-11-01,52.7,10.19,0.005059010165845668,0.9197640930683427
Hingoli,2025-11,2025-11-01,52.7,10.19,0.9197640930683427,0.0057481809311314734
Hingoli,2025-11,2025-11-01,52.7,10.19,0.9197640930683427,0.9197640930683427
Hingoli,2025-11,2025-11-01,10.19,50.85,0.005059010165845668,0.0057481809311314734
Hingoli,2025-11,2025-11-01,10.19,50.85,0.005059010165845668,0.9197640930683427
Hingoli,2025-11,2025-11-01,10.19,50.85,0.9197640930683427,0.0057481809311314734
Hingoli,2025-11,2025-11-01,10.19,50.85,0.9197640930683427,0.9197640930683427
Hingoli,2025-11,2025-11-01,10.19,10.19,0.005059010165845668,0.0057481809311314734
Hingoli,2025-11,2025-11-01,10.19,10.19,0.005059010165845668,0.9197640930683427
Hingoli,2025-11,2025-11-01,10.19,10.19,0.9197640930683427,0.0057481809311314734
Hingoli,2025-11,2025-11-01,10.19,10.19,0.9197640930683427,0.9197640930683427
Hingoli,2025-12,2025-12-01,44.08,43.07,0.07464661704432222,0.020961085648708917
Hingoli,2025-12,2025-12-01,44.08,43.07,0.07464661704432222,0.06529307078500675
Hingoli,2025-12,2025-12-01,44.08,43.07,0.1585615740424222,0.020961085648708917
Hingoli,2025-12,2025-12-01,44.08,43.07,0.1585615740424222,0.06529307078500675
Hingoli,2025-12,2025-12-01,44.08,22.43,0.07464661704432222,0.020961085648708917
Hingoli,2025-12,2025-12-01,44.08,22.43,0.07464661704432222,0.06529307078500675
Hingoli,2025-12,2025-12-01,44.08,22.43,0.1585615740424222,0.020961085648708917
Hingoli,2025-12,2025-12-01,44.08,22.43,0.1585615740424222,0.06529307078500675
Hingoli,2025-12,2025-12-01,22.43,43.07,0.07464661704432222,0.020961085648708917
Hingoli,2025-12,2025-12-01,22.43,43.07,0.07464661704432222,0.06529307078500675
Hingoli,2025-12,2025-12-01,22.43,43.07,0.1585615740424222,0.020961085648708917
Hingoli,2025-12,2025-12-01,22.43,43.07,0.1585615740424222,0.06529307078500675
Hingoli,2025-12,2025-12-01,22.43,22.43,0.07464661704432222,0.020961085648708917
Hingoli,2025-12,2025-12-01,22.43,22.43,0.07464661704432222,0.06529307078500675
Hingoli,2025-12,2025-12-01,22.43,22.43,0.1585615740424222,0.020961085648708917
Hingoli,2025-12,2025-12-01,22.43,22.43,0.1585615740424222,0.06529307078500675
Hingoli,2026-01,2026-01-01,29.79,29.61,0.004175845429725391,0.004175845429725391
Hingoli,2026-01,2026-01-01,29.79,29.61,0.004175845429725391,0.9349659235772892
Hingoli,2026-01,2026-01-01,29.79,29.61,0.9349659235772892,0.004175845429725391
Hingoli,2026-01,2026-01-01,29.79,29.61,0.9349659235772892,0.9349659235772892
Hingoli,2026-01,2026-01-01,29.79,26.69,0.004175845429725391,0.004175845429725391
Hingoli,2026-01,2026-01-01,29.79,26.69,0.004175845429725391,0.9349659235772892
Hingoli,2026-01,2026-01-01,29.79,26.69,0.9349659235772892,0.004175845429725391
Hingoli,2026-01,2026-01-01,29.79,26.69,0.9349659235772892,0.9349659235772892
Hingoli,2026-01,2026-01-01,26.69,29.61,0.004175845429725391,0.004175845429725391
Hingoli,2026-01,2026-01-01,26.69,29.61,0.004175845429725391,0.9349659235772892
Hingoli,2026-01,2026-01-01,26.69,29.61,0.9349659235772892,0.004175845429725391
Hingoli,2026-01,2026-01-01,26.69,29.61,0.9349659235772892,0.9349659235772892
Hingoli,2026-01,2026-01-01,26.69,26.69,0.004175845429725391,0.004175845429725391
Hingoli,2026-01,2026-01-01,26.69,26.69,0.004175845429725391,0.9349659235772892
Hingoli,2026-01,2026-01-01,26.69,26.69,0.9349659235772892,0.004175845429725391
Hingoli,2026-01,2026-01-01,26.69,26.69,0.9349659235772892,0.9349659235772892
Jalgaon,2025-03,2025-03-01,36.17,35.4,0.04234908892290951,0.04279535757324906
Jalgaon,2025-04,2025-04-01,34.86,34.14,0.7904143477512315,0.7450434317463591
Jalgaon,2025-05,2025-05-01,42.02,41.08,0.8746137469325231,0.9248879858174585
Jalgaon,2025-06,2025-06-01,45.21,44.02,0.8647524453158297,0.8800344761256852
Jalgaon,2025-07,2025-07-01,39.83,38.94,0.8100875754312509,0.7901955406629061
Jalgaon,2025-08,2025-08-01,37.23,36.54,0.871623774195595,0.6903573895167348
Jalgaon,2025-09,2025-09-01,52.04,50.42,0.9716743669065218,0.9516317325517751
Jalgaon,2025-10,2025-10-01,44.98,43.62,0.9479709458881841,0.9453050140092489
Jalgaon,2025-11,2025-11-01,55.51,53.36,0.3045070598379241,0.4367227585574771
Jalgaon,2025-12,2025-12-01,34.57,33.13,0.07545889294996977,0.050869823970854156
Jalgaon,2026-01,2026-01-01,26.18,26.04,0.14809781489006957,0.14809781489006957
Jalna,2025-03,2025-03-01,31.92,31.45,0.04436598433076942,0.04436598433076942
Jalna,2025-04,2025-04-01,29.19,28.88,0.1076535299947642,0.6838553454946553
Jalna,2025-05,2025-05-01,33.52,33.15,0.038544688664797454,0.13291887584738524
Jalna,2025-06,2025-06-01,34.35,33.87,0.10646104949626901,0.1390325482026933
Jalna,2025-07,2025-07-01,33.03,32.63,0.370922398226079,0.5491876708238367
Jalna,2025-08,2025-08-01,33.08,32.68,0.6081730079079455,0.6602974882787386
Jalna,2025-09,2025-09-01,40.27,39.41,0.14433403082752955,0.5432812449105519
Jalna,2025-10,2025-10-01,36.36,35.66,0.9519228893448779,0.9411346750141651
Jalna,2025-11,2025-11-01,40.49,39.41,0.15265624360366006,0.5578038064300012
Jalna,2025-12,2025-12-01,30.59,29.88,0.5537229680438371,0.4665767659092221
Jalna,2026-01,2026-01-01,26.0,25.93,0.10587919487497537,0.10587919487497537
Kolhapur,2025-03,2025-03-01,35.55,34.81,0.04234908892290951,0.04027202999122
Kolhapur,2025-04,2025-04-01,32.62,32.05,0.44934633598070767,0.9260540685266695
Kolhapur,2025-05,2025-05-01,38.65,37.96,0.5080157438289618,0.5699624040945455
Kolhapur,2025-06,2025-06-01,37.56,36.86,0.6718249023658475,0.7416325936918585
Kolhapur,2025-07,2025-07-01,34.05,33.59,0.48479013931450277,0.48479013931450277
Kolhapur,2025-08,2025-08-01,33.5,33.06,0.850632296268951,0.7947318934883288
Kolhapur,2025-09,2025-09-01,45.83,44.61,0.34056757438854396,0.5774478637256861
Kolhapur,2025-10,2025-10-01,37.71,36.87,0.9658823872208165,0.9670845367803007
Kolhapur,2025-11,2025-11-01,49.59,47.96,0.07296446493622805,0.35224352426351746
Kolhapur,2025-12,2025-12-01,29.88,28.77,0.08658340083884929,0.0723803953226662
Kolhapur,2026-01,2026-01-01,24.56,24.46,0.16073899353860224,0.16073899353860224
Latur,2025-03,2025-03-01,33.16,32.59,0.04935152105817532,0.04646038782808469
Latur,2025-04,2025-04-01,32.92,32.33,0.7989069129140886,0.48771871431375674
Latur,2025-05,2025-05-01,40.02,39.25,0.2666953405037234,0.6452571293352197
Latur,2025-06,2025-06-01,36.38,35.72,0.4792367802402443,0.5949004505866177
Latur,2025-07,2025-07-01,34.47,33.99,0.505980265963913,0.505980265963913
Latur,2025-08,2025-08-01,31.05,30.73,0.7887830490996195,0.706901859413497
Latur,2025-09,2025-09-01,39.21,38.43,0.14027099841275326,0.2750602837667565
Latur,2025-10,2025-10-01,35.44,34.77,0.9726744198908381,0.9586735313079967
Latur,2025-11,2025-11-01,47.41,45.94,0.04476476648913464,0.06876329324278488
Latur,2025-12,2025-12-01,25.4,24.62,0.060393889563351386,0.059149393236525384
Latur,2026-01,2026-01-01,26.08,26.0,0.16993332760930965,0.16993332760930965
Mumbai,2025-03,2025-03-01,38.41,37.47,0.04681701223427464,0.04702519788060323
Mumbai,2025-04,2025-04-01,34.13,33.44,0.9366781427656575,0.9530793896250941
Mumbai,2025-05,2025-05-01,43.95,42.92,0.9570803679897294,0.9570803679897294
Mumbai,2025-06,2025-06-01,41.05,40.12,0.4420739716061416,0.6224332782996771
Mumbai,2025-07,2025-07-01,37.63,36.93,0.5552934796970046,0.6434450832610857
Mumbai,2025-08,2025-08-01,36.04,35.44,0.7076820066505582,0.6210697639230827
Mumbai,2025-09,2025-09-01,47.69,46.36,0.9382923991810337,0.9537547371203049
Mumbai,2025-10,2025-10-01,39.25,38.15,0.9055922260025699,0.8564662044320531
Mumbai,2025-11,2025-11-01,53.72,51.87,0.9576671240017803,0.9640490519110394
Mumbai,2025-12,2025-12-01,48.15,46.2,0.4400089550202201,0.6299865867416288
Mumbai,2026-01,2026-01-01,21.76,21.55,0.3586187521313701,0.3586187521313701
Mumbai City,2025-03,2025-03-01,28.61,28.41,0.010456537186334821,0.010456537186334821
Mumbai City,2025-04,2025-04-01,27.51,27.36,0.010234631432797674,0.011384655767253435
Mumbai City,2025-05,2025-05-01,29.13,28.99,0.008869273907394306,0.06128638448548082
Mumbai City,2025-06,2025-06-01,29.15,28.99,0.006437437311513408,0.029943098606805208
Mumbai City,2025-07,2025-07-01,27.99,27.89,0.059222631423756736,0.04443596928516314
Mumbai City,2025-08,2025-08-01,28.16,28.08,0.044118986447510264,0.057121739402764986
Mumbai City,2025-09,2025-09-01,30.94,30.69,0.005913107143595697,0.005913107143595697
Mumbai City,2025-10,2025-10-01,28.73,28.53,0.06062080535412665,0.04550193263744821
Mumbai City,2025-11,2025-11-01,31.46,31.13,0.004900094337546015,0.01241633992454707
Mumbai City,2025-12,2025-12-01,30.53,30.15,0.0059639009816951595,0.02817810963525283
Mumbai City,2026-01,2026-01-01,24.83,24.79,0.3796440623862204,0.3796440623862204
Mumbai Sub Urban,2025-05,2025-05-01,27.09,27.08,0.010456537186334821,0.010456537186334821
Mumbai Sub Urban,2025-06,2025-06-01,27.38,27.35,0.0040294073166691185,0.005254476907970312
Mumbai Sub Urban,2025-07,2025-07-01,27.24,27.22,0.057121739402764986,0.042835742485637894
Mumbai Sub Urban,2025-08,2025-08-01,27.26,27.23,0.009170361028452333,0.06325332526317695
Mumbai Sub Urban,2025-09,2025-09-01,27.5,27.46,0.005784233769141502,0.006437437311513408
Mumbai Sub Urban,2025-10,2025-10-01,27.34,27.31,0.03878395873435536,0.0671012594528032
Mumbai Sub Urban,2025-11,2025-11-01,27.87,27.81,0.005032105855004978,0.005032105855004978
Mumbai Sub Urban,2025-12,2025-12-01,27.6,27.53,0.031833510993836835,0.055368403479701844
Mumbai Sub Urban,2026-01,2026-01-01,26.72,26.72,0.06578777716404742,0.06578777716404742
Mumbai Suburban,2025-03,2025-03-01,33.62,32.77,0.04467131776045656,0.04373572544871287
Mumbai Suburban,2025-04,2025-04-01,27.72,27.19,0.10583128252113883,0.14682648035209284
Mumbai Suburban,2025-05,2025-05-01,35.61,35.09,0.221835867783731,0.6526233584942481
Mumbai Suburban,2025-06,2025-06-01,33.43,32.92,0.21191095075268304,0.33887417285782245
Mumbai Suburban,2025-07,2025-07-01,35.34,34.7,0.26671060727787727,0.5001313631105382
Mumbai Suburban,2025-08,2025-08-01,27.54,27.25,0.8690882487633517,0.810874129859456
Mumbai Suburban,2025-09,2025-09-01,42.17,41.29,0.15626037225253156,0.4358722270114564
Mumbai Suburban,2025-10,2025-10-01,32.78,32.11,0.8649229963349709,0.7686149718709968
Mumbai Suburban,2025-11,2025-11-01,43.81,42.61,0.12951735934175176,0.2104633806161415
Mumbai Suburban,2025-12,2025-12-01,37.95,36.7,0.6145972158532544,0.7930313826932075
Mumbai Suburban,2026-01,2026-01-01,20.21,20.08,0.11171416244560323,0.11171416244560323
Nagpur,2025-03,2025-03-01,39.73,38.54,0.04681701223427464,0.04681701223427464
Nagpur,2025-04,2025-04-01,32.62,31.84,0.9146644523424022,0.9427001858639223
Nagpur,2025-05,2025-05-01,43.6,42.61,0.9492379132444169,0.9492379132444169
Nagpur,2025-06,2025-06-01,42.79,41.74,0.5932195397111582,0.9183056681146774
Nagpur,2025-07,2025-07-01,33.22,32.63,0.498370422750845,0.5956601544646122
Nagpur,2025-08,2025-08-01,34.34,33.84,0.8887785607979299,0.8029796182949182
Nagpur,2025-09,2025-09-01,47.6,46.29,0.9382923991810337,0.9502307549621609
Nagpur,2025-10,2025-10-01,40.37,39.26,0.9365090062336227,0.9186644007452918
Nagpur,2025-11,2025-11-01,52.93,51.06,0.3131566322320889,0.6649194507479957
Nagpur,2025-12,2025-12-01,36.15,34.81,0.07902496302467346,0.05475139643812638
Nagpur,2026-01,2026-01-01,23.3,23.17,0.4113260748321089,0.4113260748321089
Nanded,2025-03,2025-03-01,36.87,35.99,0.04322041448473534,0.04774073544722091
Nanded,2025-04,2025-04-01,31.71,31.11,0.9294175291668594,0.9281990407457836
Nanded,2025-05,2025-05-01,40.85,40.04,0.8868161647199219,0.9656660135307024
Nanded,2025-06,2025-06-01,40.72,39.81,0.408551636936243,0.8770370538507968
Nanded,2025-07,2025-07-01,36.38,35.76,0.5185578665831995,0.4483576896668402
Nanded,2025-08,2025-08-01,34.61,34.09,0.7872469205925118,0.7550214555526374
Nanded,2025-09,2025-09-01,48.66,47.27,0.9649417372211738,0.9718788587102091
Nanded,2025-10,2025-10-01,46.5,45.1,0.9418524364281554,0.9418524364281554
Nanded,2025-11,2025-11-01,62.27,59.53,0.3045070598379241,0.3045070598379241
Nanded,2025-12,2025-12-01,21.46,20.08,0.08110045364690283,0.15257569952626923
Nanded,2026-01,2026-01-01,26.55,26.43,0.19730267636575186,0.19730267636575186
Nandurbar,2025-03,2025-03-01,31.63,31.28,0.04436598433076942,0.07506243706612382
Nandurbar,2025-04,2025-04-01,31.84,31.47,0.023684328233421644,0.41956473243688375
Nandurbar,2025-05,2025-05-01,34.58,34.07,0.10646104949626901,0.1390325482026933
Nandurbar,2025-05,2025-05-01,34.58,34.07,0.10646104949626901,0.05400982424859137
Nandurbar,2025-05,2025-05-01,34.58,34.07,0.05400982424859137,0.1390325482026933
Nandurbar,2025-05,2025-05-01,34.58,34.07,0.05400982424859137,0.05400982424859137
Nandurbar,2025-05,2025-05-01,34.58,26.67,0.10646104949626901,0.1390325482026933
Nandurbar,2025-05,2025-05-01,34.58,26.67,0.10646104949626901,0.05400982424859137
Nandurbar,2025-05,2025-05-01,34.58,26.67,0.05400982424859137,0.1390325482026933
Nandurbar,2025-05,2025-05-01,34.58,26.67,0.05400982424859137,0.05400982424859137
Nandurbar,2025-05,2025-05-01,26.67,34.07,0.10646104949626901,0.1390325482026933
Nandurbar,2025-05,2025-05-01,26.67,34.07,0.10646104949626901,0.05400982424859137
Nandurbar,2025-05,2025-05-01,26.67,34.07,0.05400982424859137,0.1390325482026933
Nandurbar,2025-05,2025-05-01,26.67,34.07,0.05400982424859137,0.05400982424859137
Nandurbar,2025-05,2025-05-01,26.67,26.67,0.10646104949626901,0.1390325482026933
Nandurbar,2025-05,2025-05-01,26.67,26.67,0.10646104949626901,0.05400982424859137
Nandurbar,2025-05,2025-05-01,26.67,26.67,0.05400982424859137,0.1390325482026933
Nandurbar,2025-05,2025-05-01,26.67,26.67,0.05400982424859137,0.05400982424859137
Nandurbar,2025-06,2025-06-01,38.56,37.75,0.05668523435104719,0.07962403017807007
Nandurbar,2025-06,2025-06-01,38.56,37.75,0.05668523435104719,0.07430556457181783
Nandurbar,2025-06,2025-06-01,38.56,37.75,0.07430556457181783,0.07962403017807007
Nandurbar,2025-06,2025-06-01,38.56,37.75,0.07430556457181783,0.07430556457181783
Nandurbar,2025-06,2025-06-01,38.56,26.45,0.05668523435104719,0.07962403017807007
Nandurbar,2025-06,2025-06-01,38.56,26.45,0.05668523435104719,0.07430556457181783
Nandurbar,2025-06,2025-06-01,38.56,26.45,0.07430556457181783,0.07962403017807007
Nandurbar,2025-06,2025-06-01,38.56,26.45,0.07430556457181783,0.07430556457181783
